brewery,link,type,address
High Road Brewing Co.,/brewers/high-road-brewing-co/23465/,Client Brewer,"Ontario, Canada"
Highway 97 Brewery,/brewers/highway-97-brewery/28605/,Microbrewery,"200 Ellis St, Penticton, British Columbia, V2A 2C1, Canada"
Hill Top Hops' Brewhouse,/brewers/hill-top-hops39-brewhouse/41990/,Brewpub,"7232 Nova Scotia Trunk 14, Newport, Nova Scotia, B0N 2A0, Canada"
Hockley Valley Brewing Co.,/brewers/hockley-valley-brewing-co/3766/,Microbrewery,"25 Centennial Road, Orangeville, Ontario, L9W 1R1, Canada"
Hogtown Brewers (East End Brewing),/brewers/hogtown-brewers-east-end-brewing/14078/,Client Brewer,"Ontario, Canada"
Holy Whale Brewing Co.,/brewers/holy-whale-brewing-co/33485/,Brewpub/Brewery,"8576 Main St, Alma, New Brunswick, E4H 1N4, Canada"
Homebound Brewery,/brewers/homebound-brewery/44598/,Brewpub/Brewery,"1211 Boucher Avenue #13, Warman, Saskatchewan, S0K 4S3, Canada"
Hometown Brew Co.,/brewers/hometown-brew-co/30125/,Microbrewery,"1730 Front Rd, St Williams, Ontario, N0E 1P0, Canada"
Hop City Brewing Co. (Moosehead),/brewers/hop-city-brewing-co-moosehead/11153/,Microbrewery,"54 Bramsteele Rd, Brampton, Ontario, L6W 3M6, Canada"
Hop Society Brewing,/brewers/hop-society-brewing/48571/,Microbrewery,"32 Division Street, Acton, Ontario, L7J 2R1, Canada"
HopEra - Microbrasserie & Pizzeria,/brewers/hopera-microbrasserie-pizzeria/19716/,Brewpub/Brewery,"2377, Rue Saint-Dominique, Jonquière, Quebec, G7X 7W1, Canada"
Hopfenstark [Ho.st],/brewers/hopfenstark-host/8201/,Brewpub/Brewery,"1970 Notre-Dame QC, Lavaltrie, Quebec, J5T 1N4, Canada"
Hornby Island Brewing Company,/brewers/hornby-island-brewing-company/42528/,Microbrewery,"6985 St Johns Point Rd, Hornby Island, British Columbia, V0R 1Z0, Canada"
Horton Ridge Malt & Grain Company,/brewers/horton-ridge-malt-grain-company/35139/,Microbrewery,"2504 Ridge Road, Wolfville, Nova Scotia, Canada"
House of Funk Brewing Co.,/brewers/house-of-funk-brewing-co/39769/,Microbrewery,"350 E Esplanade, North Vancouver, British Columbia, V7L 1A4, Canada"
Howe Sound Brewing,/brewers/howe-sound-brewing/2732/,Brewpub/Brewery,"37801 Cleveland Avenue, Squamish, British Columbia, V0N 3G0, Canada"
Howl Brewing,/brewers/howl-brewing/36588/,Microbrewery,"1780 Mills Rd, North Saanich, British Columbia, V8L 5S9, Canada"
Hoyne Brewing Co.,/brewers/hoyne-brewing-co/14080/,Microbrewery,"101-2740 Bridge Street, Victoria, British Columbia, V8T 5C5, Canada"
HUB Co. Brewing,/brewers/hub-co-brewing/48761/,Microbrewery,"33211 N Railway Avenue, Mission, British Columbia, V2V 1E4, Canada"
Hub Town Brewing Co.,/brewers/hub-town-brewing-co/43150/,Brewpub,"41 Elizabeth St, Okotoks, Alberta, T1S 1M3, Canada"
Humble Beginnings Brewing Co.,/brewers/humble-beginnings-brewing-co/31124/,Microbrewery,"25 Thorold Lane, Ingleside, Ontario, K0C 1M0, Canada"
Hypha Project,/brewers/hypha-project/43515/,Client Brewer,"British Columbia, Canada"
Île Sauvage Brewing Company,/brewers/ile-sauvage-brewing-company/37773/,Brewpub/Brewery,"2960 Bridge St, Victoria, British Columbia, Canada"
Imperial City Brew House,/brewers/imperial-city-brew-house/42969/,Brewpub/Brewery,"1330 Exmouth St, Sarnia, Ontario, N7S 3X9, Canada"
Indie Alehouse Brewing Co.,/brewers/indie-alehouse-brewing-co/13362/,Brewpub/Brewery,"2876 Dundas St West, Toronto, Ontario, M6P 1Y9, Canada"
Inner City Brewing,/brewers/inner-city-brewing/38503/,Microbrewery,"816 11 Ave SW, Calgary, Alberta, T2R 0E5, Canada"
Innocente Brewing Company,/brewers/innocente-brewing-company/15158/,Microbrewery,"283 Northfield Dr E, Unit 8A, Waterloo, Ontario, N2J4G8, Canada"
Interlake Brewing Company,/brewers/interlake-brewing-company/47583/,Brewpub,"72 1 Ave, Gimli, Manitoba, R0C 1B0,, Canada"
Iron Road Brewing,/brewers/iron-road-brewing/32358/,Microbrewery,"980 Camosun Crescent, Kamloops, British Columbia, V2C 6G2, Canada"
Iron Rock Brewing Company,/brewers/iron-rock-brewing-company/42114/,Brewpub/Brewery,"118 Humphrey Rd, Labrador City, Newfoundland, A2V 2J8, Canada"
Irrational Brewing,/brewers/irrational-brewing/47155/,Microbrewery,"10643 124 St Unit # 109, Edmonton, Alberta, T5N 1S5, Canada"
Isle de Garde - Brasserie (Coop MaBrasserie),/brewers/isle-de-garde-brasserie-coop-mabrasserie/21105/,Brewpub,"1039, Rue Beaubien Est, Montréal, Quebec, H2S 1T3, Canada"
Jackass Brewing (Canada),/brewers/jackass-brewing-canada/34705/,Microbrewery,"100 Sheldon Dr, Cambridge, Ontario, N1R 7S7, Canada"
Jackknife Brewing,/brewers/jackknife-brewing/42868/,Brewpub/Brewery,"727 Baillie Ave, Kelowna, British Columbia, V1Y 7E9, Canada"
Jasper Brewing Company (Bear Hill Brewing),/brewers/jasper-brewing-company-bear-hill-brewing/6053/,Brewpub,"624 Connaught Dr, Jasper, Alberta, T0E 1E0, Canada"
Jobsite Brewing Co.,/brewers/jobsite-brewing-co/37208/,Brewpub/Brewery,"45 Cambria Street, Stratford, Ontario, N5A1G8, Canada"
Johnny Jacks Brewery,/brewers/johnny-jacks-brewery/32240/,Microbrewery,"281 Restigouche Rd., Oromocto, New Brunswick, E2V 2H2, Canada"
Junction Craft Brewing,/brewers/junction-craft-brewing/13424/,Microbrewery,"150 Symes Road, Toronto, Ontario, M6N 0B1, Canada"
Kahnawake Brewing Co.,/brewers/kahnawake-brewing-co/33818/,Brewpub/Brewery,"22, Route 138, Kahnawake, Quebec, J0L 1B0, Canada"
Kame & Kettle Beer Works,/brewers/kame-kettle-beer-works/25420/,Brewpub/Brewery,"25 Pelham Town Square, Fonthill, Ontario, L0S 1E0, Canada"
Kamloops Brewing (NorthAm Beverages),/brewers/kamloops-brewing-northam-beverages/6628/,Commercial Brewery,"965 McGill Place, Kamloops, British Columbia, V2C 6N9, Canada"
Katalyst Brewing Company,/brewers/katalyst-brewing-company/29003/,Microbrewery,"13 Taylor Rd Unit D, Bracebridge, Ontario, P1L 2E8, Canada"
KAWÂ - Bières & Cie / Le Projet,/brewers/kawe-bieres-cie-le-projet/38231/,Client Brewer,"Quebec, Canada"
Kelowna Beer Institute,/brewers/kelowna-beer-institute/43736/,Brewpub,"1346 Water St, Kelowna, British Columbia, V1Y 9P4, Canada"
Kelowna Brewing Company,/brewers/kelowna-brewing-company/43737/,Brewpub,"975 Academy Way #121, Kelowna, British Columbia, V1V 3A4, Canada"
Kensington Brewing Company (Canada),/brewers/kensington-brewing-company-canada/12707/,Brewpub/Brewery,"319 Augusta Ave, Toronto, Ontario, M5T 2M2, Canada"
Kettle River Brewing Co.,/brewers/kettle-river-brewing-co/27780/,Microbrewery,"731 Baillie Ave, Kelowna, British Columbia, V1Y 7E9, Canada"
Keystone Alley,/brewers/keystone-alley/36677/,Brewpub,"34 Brunswick St, Stratford, Ontario, N5A 3L8, Canada"
Kichesippi Beer Co.,/brewers/kichesippi-beer-co/11578/,Microbrewery,"2265 Robertson Rd, Ottawa, Ontario, K2H 5Z2, Canada"
Kick & Push Brewing,/brewers/kick-push-brewing/49499/,Microbrewery,"24613 Hwy 7, Sharbot Lake, Ontario, K0H 2P0, Canada"
Kilter Brewing Co.,/brewers/kilter-brewing-co/36601/,Brewpub/Brewery,"450 Rue Deschambault, Winnipeg, Manitoba, R2H 0K1, Canada"
Kind Brewing,/brewers/kind-brewing/34253/,Microbrewery,"2405 Main St, West Kelowna, British Columbia, V4T 2H9, Canada"
King West Brewing Company,/brewers/king-west-brewing-company/42132/,Brewpub,"304 Rue King, Fredericton, New Brunswick, E3B 1E3, Canada"
Kingston Brewing Co.,/brewers/kingston-brewing-co/1812/,Brewpub,"34 Clarence St., Kingston, Ontario, K7L1W9, Canada"
Kingsville Brewery,/brewers/kingsville-brewery/34823/,Brewpub/Brewery,"140 Park Street, Kingsville, Ontario, N9Y 1N5, Canada"
Korrigane - Brasserie Artisanale,/brewers/korrigane-brasserie-artisanale/5995/,Brewpub,"380, Rue Dorchester, Québec, Quebec, G1K 6A7, Canada"
KPU Brew Lab,/brewers/kpu-brew-lab/24939/,Microbrewery,"20901 Langley Bypass, Langley City, British Columbia, V3A 8G9, Canada"
L'Albatros - Brasserie Artisanale,/brewers/l39albatros-brasserie-artisanale/38209/,Brewpub,"2928, chemin Sainte-Marie, Mascouche, Quebec, J7K 1N7, Canada"
L'Ancienne Banque - Old Bank Brewing Company,/brewers/l39ancienne-banque-old-bank-brewing-company/32655/,Brewpub,"76, Rue Saint-Jacques, Chapeau, Quebec, J0X 1M0, Canada"
L'Apothicaire - Brasserie Artisanale,/brewers/l39apothicaire-brasserie-artisanale/40749/,Brewpub/Brewery,"38, rue Marcel-Lépine, Saint-Jacques-de-Montcalm, Quebec, J0K 2R0, Canada"
L'Ardoise,/brewers/l39ardoise/51153/,Microbrewery,"445 Rue Principale Nord, Richmond, Quebec, J0B 2H0, Canada"
L'Autre Brasserie,/brewers/l39autre-brasserie/50223/,Brewpub/Brewery,"110 rue Rivière, local 106, Bedford, Quebec, J0J 1A0, Canada"
L'Espace Public - Brasseurs de Quartier,/brewers/l39espace-public-brasseurs-de-quartier/13945/,Brewpub/Brewery,"2287 Avenue Letourneux, Montréal, Quebec, H1V 2N9, Canada"
L'Esprit de Clocher - Microbrasserie,/brewers/l39esprit-de-clocher-microbrasserie/23494/,Brewpub/Brewery,"287, Rue des Érables, Neuville, Quebec, G0A 2R0, Canada"
L'Hermite - Microbrasserie,/brewers/l39hermite-microbrasserie/16129/,Brewpub/Brewery,"171, BOULEVARD L'ABBÉ, LOCAL 10, Victoriaville, Quebec, G6P 0E3, Canada"
L'Insulte,/brewers/l39insulte/20700/,Client Brewer,"Quebec, Canada"
L'Ironie du 13 - Brasserie Artisanale,/brewers/l39ironie-du-13-brasserie-artisanale/39372/,Microbrewery,"440 3e Av #120, Lévis, Quebec, G6W 5M6, Canada"
L'Octant - Microbrasserie,/brewers/l39octant-microbrasserie/33872/,Microbrewery,"124, Rue des Ateliers, Rimouski, Quebec, G5M 1B2, Canada"
La Broue Shop - Brasserie Artisanale,/brewers/la-broue-shop-brasserie-artisanale/25635/,Brewpub/Brewery,"1950, Chemin du Fer-à-Cheval, Sainte-Julie, Quebec, J3E 2T6, Canada"
La Captive - Microbrasserie,/brewers/la-captive-microbrasserie/12349/,Brewpub,"140, Boulevard Saint-Benoît Ouest, Amqui, Quebec, G5J 2E8, Canada"
La Cerveceria Astilleros,/brewers/la-cerveceria-astilleros/43784/,Microbrewery,"226 Esplanade E, North Vancouver, British Columbia, V7L 1A3, Canada"
La Chasse-Gardée,/brewers/la-chasse-gardee/49264/,Microbrewery,"64 rue Principale Nord Suite C, Sacré-Cœur, Quebec, G0T 1Y0, Canada"
La Chope Angus,/brewers/la-chope-angus/49531/,Brewpub,"140-2601 rue William-Tremblay, Montréal, Quebec, H1Y 0E2, Canada"
La Confrérie Microbrasserie / Artisans Brasseurs,/brewers/la-confrerie-microbrasserie-artisans-brasseurs/25506/,Brewpub/Brewery,"Quebec, Canada"
La Contrebande,/brewers/la-contrebande/31301/,Brewpub/Brewery,"125 RUE JEAN-PAUL LEBLANC, Saint-Anselme, Quebec, G0R 2N0, Canada"
La Croisée des Chemins,/brewers/la-croisee-des-chemins/26533/,Client Brewer,"3701, Boulevard Fréchette, Chambly, Quebec, J3L 0M8, Canada"
La Fabrique - Brasserie Artisanale (Canada),/brewers/la-fabrique-brasserie-artisanale-canada/11271/,Brewpub/Brewery,"360, AvenueSaint-Jérôme, Matane, Quebec, G4W 3B1, Canada"
La Ferme - Brasserie Rurale,/brewers/la-ferme-brasserie-rurale/39871/,Brewpub/Brewery,"101 CH. Meunier, Shefford, Quebec, J2M 1H5, Canada"
La Flûte à Bec - Microbrasserie,/brewers/la-flute-a-bec-microbrasserie/30524/,Client Brewer,"3255, Boulevard Louis-Fréchette, Nicolet, Quebec, J3T 1X5, Canada"
La Forge du Malt - Microbrasserie,/brewers/la-forge-du-malt-microbrasserie/32101/,Brewpub/Brewery,"2385, Boulevard Thibeau, Trois-Rivières, Quebec, G8T 1G1, Canada"
La Grange Pardue - Ferme Brassicole,/brewers/la-grange-pardue-ferme-brassicole/40024/,Brewpub/Brewery,"301, route 216 Ouest, Ham-Nord, Quebec, G0P 1A0, Canada"
La Knowlton Co.,/brewers/la-knowlton-co/38995/,Brewpub/Brewery,"576 chemin Knowlton, Lac-Brome, Quebec, j0e 1v0, Canada"
La Maison du Brasseur (Coop Brassicole des Laurentides),/brewers/la-maison-du-brasseur-coop-brassicole-des-laurentides/38824/,Brewpub/Brewery,"441, Rue Saint-Georges, Mont-Tremblant, Quebec, J8E 3G4, Canada"
La Mare au Diable,/brewers/la-mare-au-diable/4230/,Brewpub,"151, Rue King Ouest, Sherbrooke, Quebec, J1H 1P4, Canada"
La Pécheresse - Microbrasserie,/brewers/la-pecheresse-microbrasserie/25857/,Brewpub/Brewery,"355, Rue Saint-Zéphirin, La Tuque, Quebec, G9X 1X3, Canada"
La Porte d'à Côté - Microbrasserie,/brewers/la-porte-d39a-cote-microbrasserie/39089/,Brewpub/Brewery,"68 Rue Notre Dame O, Thetford Mines, Quebec, G6G 1J3, Canada"
La Shed - Microbrasserie,/brewers/la-shed-microbrasserie/39928/,Brewpub,"158 Boulevard des Écureuils, Donnacona, Quebec, G3M 0J2, Canada"
La Société - Microbrasserie,/brewers/la-societe-microbrasserie/14044/,Brewpub,"11640, 1ère Avenue, Saint-Georges-de-Beauce, Quebec, G5Y 2C8, Canada"
La Soif - Microbrasserie,/brewers/la-soif-microbrasserie/35273/,Microbrewery,"420, Rue Ramzay, Longueuil, Quebec, J3Y 2S4, Canada"
La Souche - Brasserie Artisanale,/brewers/la-souche-brasserie-artisanale/15628/,Brewpub/Brewery,"801, Chemin de la Canardière, Québec, Quebec, G1J 2B8, Canada"
La Station - Microbrasserie,/brewers/la-station-microbrasserie/50520/,Microbrewery,"1165 18e Rue, Québec, Quebec, G1J 0G6, Canada"
La Succursale - Brasserie Artisanale,/brewers/la-succursale-brasserie-artisanale/12864/,Brewpub,"3188, Rue Masson, Montréal, Quebec, H1Y 1Y1, Canada"
La Tour à Bières - Brasseurs du Saguenay,/brewers/la-tour-a-bieres-brasseurs-du-saguenay/5128/,Brewpub/Brewery,"517, Rue Racine, Chicoutimi, Quebec, G7H 1T8, Canada"
La Voie Maltée - Microbrasserie du Saguenay,/brewers/la-voie-maltee-microbrasserie-du-saguenay/3253/,Brewpub/Brewery,"224, Rue des Laurentides, Chicoutimi, Quebec, G7H 7X8, Canada"
Labatt Brewing Company (Labatt - AB InBev),/brewers/labatt-brewing-company-labatt-ab-inbev/51/,Commercial Brewery,"Ontario, Canada"
Lagabière - Brasserie Artisanale,/brewers/lagabiere-brasserie-artisanale/15804/,Brewpub/Brewery,"522 3e Rang, Saint-Jean-sur-Richelieu, Quebec, J2X 5T5, Canada"
Lake Country Brewing,/brewers/lake-country-brewing/51634/,Brewpub,"10058 BC-97 #4, Lake Country, British Columbia, V4V 1P8, Canada"
Lake of Bays Brewing Co.,/brewers/lake-of-bays-brewing-co/11667/,Microbrewery,"2681 Muskoka Road 117, Baysville, Ontario, P0B 1A0, Canada"
Lake of the Woods Brewing Company,/brewers/lake-of-the-woods-brewing-company/16308/,Microbrewery,"350 Second Street South, Kenora, Ontario, P9N 1G5, Canada"
Lake on the Mountain Brewing Company,/brewers/lake-on-the-mountain-brewing-company/9632/,Brewpub,"11369 Loyalist Parkway, Picton, Ontario, K0K 2T0, Canada"
Lakehead Beer Company,/brewers/lakehead-beer-company/48431/,Microbrewery,"206 Park Ave, Thunder Bay, Ontario, P7B 1C2, Canada"
Lakeport Brewing (Labatt - AB InBev),/brewers/lakeport-brewing-labatt-ab-inbev/1478/,Commercial Brewery,"Ontario, Canada"
Lakesider Brewing,/brewers/lakesider-brewing/45846/,Brewpub,"835 Anders Rd, West Kelowna, British Columbia, V1Z 1J9, Canada"
Laketown Beer Company,/brewers/laketown-beer-company/36101/,Microbrewery,"29 Beckwith St E,, Perth, Ontario, K7H 1B4, Canada"
Land & Sea Brewing Co.,/brewers/land-sea-brewing-co/38842/,Brewpub/Brewery,"2040 Guthrie Rd, Comox, British Columbia, V9M3P6, Canada"
Landwash Brewery,/brewers/landwash-brewery/38114/,Microbrewery,"181 Commonwealth Ave, Mount Pearl, Newfoundland, A1N 4L3, Canada"
Last Best Brewing & Distilling (Bear Hill Brewing),/brewers/last-best-brewing-distilling-bear-hill-brewing/20278/,Microbrewery,"607 11th Avenue, Calgary, Alberta, T2R 0E1, Canada"
Laylow Brewery,/brewers/laylow-brewery/29628/,Brewpub/Brewery,"1144 College Street, Toronto, Ontario, M6H 1B6, Canada"
Lazy Bear Brewing,/brewers/lazy-bear-brewing/27656/,Microbrewery,"120 West Old Post Road, Smith’s Cove, Nova Scotia, Canada"
LBC Lakeland Brewing Company,/brewers/lbc-lakeland-brewing-company/28855/,Brewpub/Brewery,"4227 50 Ave, St. Paul, Alberta, T0A 3A3, Canada"
Le Ale'Gators Brewclub,/brewers/le-ale39gators-brewclub/40157/,Client Brewer,"Quebec, Canada"
Le Barrage - Brasseurs,/brewers/le-barrage-brasseurs/30105/,Client Brewer,"4200, Chemin de la Savane, Longueuil, Quebec, J3Y 9G5, Canada"
"Le Bien, Le Malt",/brewers/le-bien-le-malt/9466/,Brewpub/Brewery,"141, Avenue Belzile, Rimouski, Quebec, G5L 3E5, Canada"
Le Bilboquet - Microbrasserie / Brasserie Olten,/brewers/le-bilboquet-microbrasserie-brasserie-olten/3057/,Brewpub/Brewery,"Saint-Hyacinthe, Quebec, Canada"
Le Boq - Boquébière,/brewers/le-boq-boquebiere/10156/,Brewpub,"50, Rue Wellington Nord, Sherbrooke, Quebec, J1H 5B7, Canada"
Le Brasseur Fou - Microbrasserie Artisanale,/brewers/le-brasseur-fou-microbrasserie-artisanale/51896/,Brewpub,"18 Rue Principale N, Sawyerville, Quebec, J0B 3A0, Canada"
Le Brasseur Noir,/brewers/le-brasseur-noir/49008/,Microbrewery,"1192 Rue de l'Express, Terrebonne, Quebec, J6W 6K9, Canada"
Le Caveau des Trois-Pistoles,/brewers/le-caveau-des-trois-pistoles/32277/,Brewpub/Brewery,"21, Rue Pelletier, Trois-Pistoles, Quebec, G0L 4K0, Canada"
Le Cheval Blanc - Brasseur Artisan & Bar,/brewers/le-cheval-blanc-brasseur-artisan-bar/1111/,Brewpub,"809, Rue Ontario Est, Montréal, Quebec, H2L 1P1, Canada"
Le Dispensaire de Bière,/brewers/le-dispensaire-de-biere/34762/,Microbrewery,"102 rue Prince-Arthur Est, Montreal, Quebec, H2X 1B5, Canada"
Le Garage - Microbrasserie,/brewers/le-garage-microbrasserie/42862/,Brewpub/Brewery,"661 Rue Principale, Sainte-Anne-de-la-Pérade, Quebec, G0X 3A0, Canada"
Le Houblon Sportif,/brewers/le-houblon-sportif/50521/,Microbrewery,"2515 Av. Dalton #103, Québec, Quebec, G1P 3S5, Canada"
Le Ketch - Microbrasserie du Littoral,/brewers/le-ketch-microbrasserie-du-littoral/36345/,Brewpub,"490, Route de la Mer, Sainte-Flavie, Quebec, G0J 2L0, Canada"
Le Laboratoire du Brasseur,/brewers/le-laboratoire-du-brasseur/48664/,Microbrewery,"77 Boulevard Georges-Gagné S., Delson, Quebec, J5B 2E5, Canada"
Le Malbord - Microbrasserie,/brewers/le-malbord-microbrasserie/24104/,Brewpub/Brewery,"78, 1ère Avenue Ouest, Sainte-Anne-des-Monts, Quebec, G4V 1C9, Canada"
Le Presbytère - Microbrasserie,/brewers/le-presbytere-microbrasserie/32653/,Brewpub/Brewery,"1360, Rue Principale, Saint-Stanislas, Quebec, G0X 3E0, Canada"
Le Refuge des Brasseurs,/brewers/le-refuge-des-brasseurs/22410/,Brewpub/Brewery,"2155, Rue Galt Ouest, Sherbrooke, Quebec, J1K 1K3, Canada"
Le Sage Brasseur,/brewers/le-sage-brasseur/42635/,Brewpub,"1000 rue du Sud, Cowansville, Quebec, J2K 2Y3, Canada"
Le Saint-Bock Brasserie Artisanale,/brewers/le-saint-bock-brasserie-artisanale/8288/,Brewpub,"1749, Rue Saint-Denis, Montréal, Quebec, H2X 3K4, Canada"
Le Secret des Dieux,/brewers/le-secret-des-dieux/27365/,Brewpub/Brewery,"1252 Chemin Guérette, Pohénégamook, Quebec, G0L 1J0, Canada"
Le Temps d'une Pinte,/brewers/le-temps-d39une-pinte/18549/,Brewpub/Brewery,"1465, Rue Notre-Dame Centre, Trois-Rivières, Quebec, G9A 4X4, Canada"
Le Trèfle Noir - Brasserie Artisanale,/brewers/le-trefle-noir-brasserie-artisanale/10587/,Brewpub/Brewery,"125 A Rue Jacques-Bibeau, Rouyn-Noranda, Quebec, J9X 4P3, Canada"
Le Trou du Diable (Six Pints - Molson Coors),/brewers/le-trou-du-diable-six-pints-molson-coors/6444/,Brewpub/Brewery,"Shawinigan, Quebec, Canada"
Leduc Brewing Company,/brewers/leduc-brewing-company/52046/,Microbrewery,"4901 50th Ave, Leduc, Alberta, T9E 6W7, Canada"
Left Field Brewery,/brewers/left-field-brewery/16316/,Microbrewery,"Toronto, Ontario, Canada"
Legend 7 Brewing Company,/brewers/legend-7-brewing-company/34658/,Microbrewery,"4025 9th Street SE, Calgary, Alberta, T2G3C7, Canada"
Les Bières Philosophales - Brasserie Alchimique,/brewers/les-bieres-philosophales-brasserie-alchimique/40132/,Microbrewery,"18134 Rue J A Bombardier, Mirabel, Quebec, J7J 0H5, Canada"
Les Brasseurs du Petit Sault,/brewers/les-brasseurs-du-petit-sault/20266/,Microbrewery,"45 rue de l’Église, Edmundston, New Brunswick, E3V 1J4, Canada"
Les Escrocs,/brewers/les-escrocs/46329/,Microbrewery,"1750 du Périgord, Québec, Quebec, G1G5X3, Canada"
Les Grands Bois - Microbrasserie,/brewers/les-grands-bois-microbrasserie/27967/,Brewpub/Brewery,"415, Rue Tessier Est, Saint-Casimir, Quebec, G0A 3L0, Canada"
Les Gueux - Brasseurs,/brewers/les-gueux-brasseurs/34961/,Client Brewer,"Quebec, Canada"
Les Insulaires - Microbrasseurs,/brewers/les-insulaires-microbrasseurs/36288/,Brewpub/Brewery,"275 Boulevard de la Concorde E, Laval, Quebec, H7G 2E5, Canada"
Les Sans-Taverne - Brasserie Coop,/brewers/les-sans-taverne-brasserie-coop/35464/,Brewpub,"1900, Rue Le Ber, Montréal, Quebec, H3K 2A4, Canada"
Les Trois Mousquetaires [LTM],/brewers/les-trois-mousquetaires-ltm/5179/,Microbrewery,"3755-C, Boulevard Matte, Brossard, Quebec, J4Y 2P4, Canada"
Liberty Village Beverage Co. (Iconic Brewing Co.),/brewers/liberty-village-beverage-co-iconic-brewing-co/16895/,Client Brewer,"Ontario, Canada"
Lightcaster Brewery,/brewers/lightcaster-brewery/52496/,Microbrewery,"716 Wilson Road S - Unit 2, Oshawa, Ontario, l1h6e8, Canada"
Lightheart Brewing Co.,/brewers/lightheart-brewing-co/27429/,Client Brewer,"British Columbia, Canada"
Lighthouse Brewing Co. (Canada),/brewers/lighthouse-brewing-co-canada/1245/,Microbrewery,"Unit 2 - 836 Devonshire Rd, Victoria, British Columbia, V9A 4T4, Canada"
Lightship Brewing,/brewers/lightship-brewing/46497/,Microbrewery,"93 Tannery Road, Lunenburg, Nova Scotia, B0J 2C0, Canada"
Lillooet Brewing Company,/brewers/lillooet-brewing-company/47261/,Microbrewery,"104 Main St, Lillooet, British Columbia, V0K 1V0, Canada"
Lindsay Brewing Company / Pie Eyed Monk Brewery,/brewers/lindsay-brewing-company-pie-eyed-monk-brewery/36678/,Brewpub/Brewery,"8 Cambridge Street North, Lindsay, Ontario, K9V 4C3, Canada"
Lion Bleu - Microbrasserie,/brewers/lion-bleu-microbrasserie/23898/,Brewpub/Brewery,"45, Rue Saint-Joseph, Alma, Quebec, G8B 1L9, Canada"
Lion d'Or / Golden Lion Pub & Brewery,/brewers/lion-d39or-golden-lion-pub-brewery/378/,Brewpub/Brewery,"2902, Rue College, Sherbrooke, Quebec, J1M 1T4, Canada"
Little Beasts Brewing Co.,/brewers/little-beasts-brewing-co/33397/,Microbrewery,"2075 Forbes St Unit 4, Whitby, Ontario, L1N 9X1, Canada"
Little Brown Jug,/brewers/little-brown-jug/29356/,Microbrewery,"336 William Avenue, Winnipeg, Manitoba, R3A 0H7, Canada"
Livingstone Brewing Co.,/brewers/livingstone-brewing-co/39007/,Brewpub,"2150 Chemin de Covey Hill, Franklin, Quebec, J0S 1E0, Canada"
Locality Brewing,/brewers/locality-brewing/46426/,Microbrewery,"25160 72 Ave, Langley, British Columbia, V4W1H9, Canada"
Lock Street Brewing Co.,/brewers/lock-street-brewing-co/29837/,Microbrewery,"15 Lock Street, Suite 104, St. Catharines, Ontario, L2N 5B6, Canada"
Locomotiv Co. - Microbrasserie,/brewers/locomotiv-co-microbrasserie/41843/,Microbrewery,"125 Rue d'Iberville,, Berthierville, Quebec, J0K 1A0, Canada"
London Brewing Co-Operative,/brewers/london-brewing-co-operative/22758/,Microbrewery,"521 Burbrook Place, London, Ontario, N5W 4B5, Canada"
Lone Oak Brewing Company,/brewers/lone-oak-brewing-company/41859/,Microbrewery,"103 Abegweit Boulevard, Borden, Prince Edward Island, C0B 1X0, Canada"
Long Bay Brewery,/brewers/long-bay-brewery/32052/,Microbrewery,"82 Marr Road, Rothesay, New Brunswick, E2E 3J9, Canada"
Longroof Brewing,/brewers/longroof-brewing/46172/,Microbrewery,"9916 72 Avenue, Edmonton, Alberta, T6E0Z3, Canada"
Longslice Brewery,/brewers/longslice-brewery/20234/,Brewpub/Brewery,"Toronto, Ontario, Canada"
Longwood Brewery,/brewers/longwood-brewery/38631/,Microbrewery,"2046 Boxwood Rd, Nanaimo, British Columbia, V9S 5W7, Canada"
LOOP (Collectif Brassicole Ensemble),/brewers/loop-collectif-brassicole-ensemble/38218/,Microbrewery,"1500, Rue Nobel, Boucherville, Quebec, J4B 5H3, Canada"
Lost Craft Beer,/brewers/lost-craft-beer/26186/,Client Brewer,"Ontario, Canada"
Lost Villages Brewery,/brewers/lost-villages-brewery/50211/,Microbrewery,"16133 County Road 36, Long Sault, Ontario, K0C1P0, Canada"
Lot 10 Brewing Company,/brewers/lot-10-brewing-company/40330/,Brewpub/Brewery,"263 Dalhousie St., Amherstburg, Ontario, N9V 1W8, Canada"
Loudmouth Brewing Co.,/brewers/loudmouth-brewing-co/37926/,Microbrewery,"2582 Mount Lehman Rd #140, Abbotsford, British Columbia, V4X 2N3, Canada"
Louis Cifer Brew Works,/brewers/louis-cifer-brew-works/22917/,Brewpub,"417 Danforth Avenue, Toronto, Ontario, M4K 1P1, Canada"
LoveShack Libations,/brewers/loveshack-libations/30343/,Microbrewery,"4134 Island Hwy W #1, Qualicum Beach, British Columbia, V9K 2B2, Canada"
Low Life Barrel House,/brewers/low-life-barrel-house/48984/,Microbrewery,"398 Daly St N, Winnipeg, Manitoba, R3L 2K6, Canada"
Lowertown Brewery,/brewers/lowertown-brewery/19916/,Brewpub,"73 York Street, Ottawa, Ontario, K1N 5T2, Canada"
Loyalist City Brewing Co.,/brewers/loyalist-city-brewing-co/29812/,Microbrewery,"60 Water St, Saint John, New Brunswick, E2L 5G1, Canada"
Lunn's Mill Beer Company,/brewers/lunn39s-mill-beer-company/30615/,Microbrewery,"515 Carleton Road, Lawrencetown, Nova Scotia, Canada"
